,replay_file,win,race,enemy_race,mmr,enemy_mmr,enemy_nickame,map_name,duration,mmr_diff
2019-12-12 18:10:58+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (9).SC2Replay,True,Protoss,Zerg,4041,3992,Ciprian,Eternal Empire LE,955,49
2019-12-12 18:48:15+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (4).SC2Replay,False,Protoss,Zerg,4061,4144,&lt;Nutri&gt;<sp/>Highscribe,Nightshade LE,733,-83
2019-12-12 19:02:09+00:00,/home/dominik/Links/SC2Reps/World of Sleepers LE (36).SC2Replay,True,Protoss,Zerg,4042,4029,contremaitre,World of Sleepers LE,772,13
2019-12-12 19:21:45+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (5).SC2Replay,False,Protoss,Protoss,4063,4051,Fraze,Nightshade LE,1163,12
2019-12-12 19:28:57+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (5).SC2Replay,False,Protoss,Terran,4041,4131,NazelHut,Simulacrum LE,317,-90
2019-12-12 19:42:46+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (10).SC2Replay,False,Protoss,Terran,4022,4407,cloud,Eternal Empire LE,398,-385
2019-12-12 19:53:53+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (6).SC2Replay,False,Protoss,Zerg,4001,4037,Xaenor,Nightshade LE,650,-36
2019-12-12 20:52:10+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (6).SC2Replay,True,Protoss,Protoss,3980,3965,&lt;snajpu&gt;<sp/>Auddi,Simulacrum LE,356,15
2019-12-12 21:03:25+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (7).SC2Replay,False,Protoss,Protoss,4001,3944,&lt;snajpu&gt;<sp/>Auddi,Nightshade LE,619,57
2019-12-12 21:16:53+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (8).SC2Replay,False,Protoss,Protoss,3978,4169,Vidra,Nightshade LE,765,-191
2019-12-12 21:29:56+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (7).SC2Replay,False,Protoss,Protoss,3957,3882,Noobofsc,Simulacrum LE,709,75
2019-12-14 10:50:21+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (8).SC2Replay,True,Protoss,Terran,3933,4018,&lt;Div303&gt;<sp/>Dupsko,Simulacrum LE,930,-85
2019-12-18 16:35:46+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (11).SC2Replay,False,Protoss,Terran,3957,4066,&lt;IndyK&gt;<sp/>HaPe,Eternal Empire LE,235,-109
2019-12-18 16:53:06+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (9).SC2Replay,True,Protoss,Terran,3938,3828,FrozenZerg,Simulacrum LE,960,110
2019-12-20 18:17:10+00:00,/home/dominik/Links/SC2Reps/World of Sleepers LE (37).SC2Replay,False,Protoss,Protoss,3957,3957,&lt;ƮesXG&gt;<sp/>Rocky,World of Sleepers LE,257,0
2019-12-20 18:36:11+00:00,/home/dominik/Links/SC2Reps/World of Sleepers LE (38).SC2Replay,True,Protoss,Terran,3935,4181,utopike,World of Sleepers LE,1112,-246
2019-12-20 18:42:21+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (10).SC2Replay,False,Protoss,Zerg,3955,4160,Nyx,Simulacrum LE,329,-205
2019-12-20 18:53:00+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (11).SC2Replay,True,Zerg,Terran,2984,3090,Jason,Simulacrum LE,569,-106
2019-12-20 18:59:06+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (12).SC2Replay,True,Protoss,Terran,3939,3886,CapSto,Eternal Empire LE,338,53
2019-12-20 19:06:55+00:00,/home/dominik/Links/SC2Reps/World of Sleepers LE (39).SC2Replay,False,Protoss,Zerg,3959,3963,&lt;TAW&gt;<sp/>Pote,World of Sleepers LE,453,-4
2019-12-20 19:21:46+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (12).SC2Replay,True,Protoss,Terran,3937,3875,Neydark,Simulacrum LE,862,62
2019-12-21 13:30:37+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (13).SC2Replay,False,Protoss,Protoss,3957,3956,Albus,Simulacrum LE,426,1
2019-12-21 13:41:55+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (13).SC2Replay,True,Protoss,Terran,3936,3976,tiwai,Eternal Empire LE,611,-40
2019-12-21 13:54:33+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (14).SC2Replay,False,Protoss,Terran,3959,3953,tiwai,Eternal Empire LE,730,6
2019-12-21 14:00:35+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (14).SC2Replay,False,Protoss,Zerg,3937,3757,RXX,Simulacrum LE,299,180
2019-12-21 14:10:12+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (15).SC2Replay,False,Protoss,Terran,3915,4007,xYn,Simulacrum LE,492,-92
2019-12-21 14:27:45+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (15).SC2Replay,True,Protoss,Terran,3896,3911,Stefan,Eternal Empire LE,1009,-15
2019-12-21 16:32:08+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (9).SC2Replay,True,Zerg,Zerg,3023,3026,Undead,Nightshade LE,725,-3
2019-12-21 16:46:23+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (16).SC2Replay,True,Protoss,Terran,3918,3967,Xenocide,Simulacrum LE,826,-49
2019-12-21 16:49:32+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (16).SC2Replay,True,Protoss,Zerg,3941,4935,&lt;Гномик&gt;<sp/>IndeX,Eternal Empire LE,107,-994
2019-12-22 20:55:54+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (10).SC2Replay,False,Protoss,Protoss,3965,3898,Bingo,Nightshade LE,182,67
2019-12-22 21:04:09+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (17).SC2Replay,False,Protoss,Terran,3941,3880,Jungla,Eternal Empire LE,472,61
2019-12-22 21:07:48+00:00,/home/dominik/Links/SC2Reps/World of Sleepers LE (40).SC2Replay,False,Protoss,Protoss,3918,3927,DeepMind,World of Sleepers LE,175,-9
2019-12-22 21:11:02+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (11).SC2Replay,False,Protoss,Protoss,3897,3948,DeepMind,Nightshade LE,159,-51
2019-12-22 21:26:35+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (18).SC2Replay,True,Protoss,Terran,3877,3833,Nyxeu,Eternal Empire LE,895,44
2019-12-23 16:23:00+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (19).SC2Replay,True,Protoss,Zerg,3897,3894,IntrinsiCat,Eternal Empire LE,870,3
2019-12-23 16:30:33+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (21).SC2Replay,False,Protoss,Protoss,3898,3782,æææ,Eternal Empire LE,17,116
2019-12-23 16:51:19+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (12).SC2Replay,True,Protoss,Terran,3873,3786,Listig,Nightshade LE,1132,87
2019-12-24 11:03:44+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (17).SC2Replay,False,Protoss,Zerg,3892,3845,&lt;Wø&gt;<sp/>poichiche,Simulacrum LE,629,47
2019-12-24 11:17:11+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (22).SC2Replay,False,Protoss,Terran,3869,3863,&lt;isIMBA&gt;<sp/>naincraft,Eternal Empire LE,283,6
2019-12-24 11:33:55+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (18).SC2Replay,True,Protoss,Protoss,3847,3966,ARCMAN,Simulacrum LE,971,-119
2019-12-24 13:53:48+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (26).SC2Replay,True,Protoss,Zerg,0,0,A.I. 1 (Elite),Ephemeron LE,764,0
2019-12-24 18:36:06+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (23).SC2Replay,True,Protoss,Zerg,3872,3864,Vakhtang,Eternal Empire LE,771,8
2019-12-24 18:53:21+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (13).SC2Replay,True,Protoss,Zerg,3893,3843,Vakhtang,Nightshade LE,1004,50
2019-12-24 19:08:58+00:00,/home/dominik/Links/SC2Reps/World of Sleepers LE (41).SC2Replay,True,Protoss,Terran,3914,3840,PPO,World of Sleepers LE,920,74
2019-12-24 20:35:20+00:00,/home/dominik/Links/SC2Reps/World of Sleepers LE (42).SC2Replay,True,Zerg,Protoss,3057,3035,IAMFUNNYBOT,World of Sleepers LE,1456,22
2019-12-27 20:24:27+00:00,/home/dominik/Links/SC2Reps/World of Sleepers LE (43).SC2Replay,False,Protoss,Zerg,3933,4033,HiveMind,World of Sleepers LE,262,-100
2019-12-27 20:40:39+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (14).SC2Replay,True,Protoss,Zerg,3914,3914,Racin,Nightshade LE,911,0
2019-12-27 21:24:06+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (15).SC2Replay,True,Protoss,Terran,3936,3977,&lt;DemuCl&gt;<sp/>Jazzz,Nightshade LE,1277,-41
2019-12-28 14:03:26+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (19).SC2Replay,True,Zerg,Terran,3089,3038,SMCWWMarF,Simulacrum LE,636,51
2019-12-28 14:07:58+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (24).SC2Replay,False,Zerg,Zerg,3118,3114,Sferum,Eternal Empire LE,222,4
2019-12-28 20:58:25+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (20).SC2Replay,True,Protoss,Terran,3959,3937,rOoSter,Simulacrum LE,76,22
2019-12-28 21:06:48+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (16).SC2Replay,True,Protoss,Zerg,3980,4240,contremaitre,Nightshade LE,478,-260
2020-01-04 19:04:15+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (17).SC2Replay,True,Protoss,Terran,4009,4038,Rêgo,Nightshade LE,935,-29
2020-01-04 19:07:07+00:00,/home/dominik/Links/SC2Reps/World of Sleepers LE (44).SC2Replay,True,Protoss,Protoss,4031,4163,&lt;unƊeaƊ&gt;<sp/>òMégà,World of Sleepers LE,107,-132
2020-01-04 19:19:31+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (25).SC2Replay,False,Protoss,Terran,4057,4089,Tsumi,Eternal Empire LE,714,-32
2020-01-05 14:03:19+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (26).SC2Replay,False,Protoss,Zerg,4036,4196,&lt;Lowko&gt;<sp/>HardNeper,Eternal Empire LE,300,-160
2020-01-05 14:18:07+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (27).SC2Replay,True,Protoss,Terran,4019,4005,delmak,Eternal Empire LE,867,14
2020-01-05 14:40:17+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (28).SC2Replay,False,Protoss,Protoss,4040,4043,&lt;PÂRłAH&gt;<sp/>SolusRex,Eternal Empire LE,297,-3
2020-01-05 14:47:32+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (18).SC2Replay,True,Protoss,Terran,4019,4036,Sanedude,Nightshade LE,405,-17
2020-01-05 14:55:15+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (19).SC2Replay,True,Protoss,Terran,0,0,Sanedude,Nightshade LE,394,0
2020-01-05 15:02:49+00:00,/home/dominik/Links/SC2Reps/World of Sleepers LE (45).SC2Replay,False,Protoss,Protoss,4041,4078,Tomstar,World of Sleepers LE,293,-37
2020-01-05 15:09:49+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (20).SC2Replay,True,Protoss,Protoss,4021,3928,Majcher,Nightshade LE,388,93
2020-01-05 20:23:43+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (21).SC2Replay,False,Protoss,Zerg,4039,3936,&lt;ORRO&gt;<sp/>jul,Simulacrum LE,280,103
2020-01-05 20:30:44+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (29).SC2Replay,False,Protoss,Terran,4015,3988,oppresticles,Eternal Empire LE,405,27
2020-01-05 20:34:11+00:00,/home/dominik/Links/SC2Reps/World of Sleepers LE (46).SC2Replay,False,Protoss,Protoss,3992,4014,&lt;iksD&gt;<sp/>OzjaszGoldbe,World of Sleepers LE,110,-22
2020-01-05 20:39:37+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (30).SC2Replay,True,Protoss,Protoss,3972,4028,lIlIlIIlIlIl,Eternal Empire LE,274,-56
2020-01-06 18:55:58+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (28).SC2Replay,False,Terran,Protoss,0,0,&lt;Blacer&gt;<sp/>Hakerica,Ephemeron LE,765,0
2020-01-13 20:21:41+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (21).SC2Replay,True,Protoss,Zerg,3995,3915,&lt;TARAGO&gt;<sp/>Revenge,Nightshade LE,1033,80
2020-01-13 20:26:44+00:00,/home/dominik/Links/SC2Reps/Eternal Empire LE (31).SC2Replay,False,Protoss,Zerg,4014,3896,&lt;TARAGO&gt;<sp/>Revenge,Eternal Empire LE,243,118
2020-01-13 20:42:12+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (29).SC2Replay,False,Protoss,Protoss,3989,4017,MadProbe,Ephemeron LE,149,-28
2020-01-13 20:56:14+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (22).SC2Replay,False,Protoss,Terran,3968,4000,SUPERsKILLER,Nightshade LE,825,-32
2020-01-14 17:17:37+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (22).SC2Replay,True,Protoss,Protoss,3948,3936,TerenceSkill,Simulacrum LE,1171,12
2020-01-15 16:01:40+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (23).SC2Replay,False,Protoss,Protoss,3969,4037,&lt;aW&gt;<sp/>Jeatall,Nightshade LE,204,-68
2020-01-16 20:58:17+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (24).SC2Replay,True,Protoss,Terran,3931,3845,Exit,Nightshade LE,994,86
2020-01-18 19:38:03+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (30).SC2Replay,True,Protoss,Zerg,3950,3980,&lt;SWWT&gt;<sp/>Epic,Ephemeron LE,719,-30
2020-01-19 18:04:18+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (23).SC2Replay,True,Protoss,Terran,3969,3889,StifleR,Simulacrum LE,480,80
2020-01-19 18:19:18+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (24).SC2Replay,True,Protoss,Terran,3989,3979,&lt;Dytred&gt;<sp/>EmpiRE,Simulacrum LE,879,10
2020-01-19 18:32:41+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (25).SC2Replay,True,Protoss,Terran,4010,3997,MuKK,Nightshade LE,714,13
2020-01-31 12:42:59+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (25).SC2Replay,False,Protoss,Zerg,4031,4075,&lt;adR&gt;<sp/>rdmZoo,Simulacrum LE,454,-44
2020-01-31 12:54:05+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (31).SC2Replay,False,Protoss,Zerg,4011,4115,Stick,Ephemeron LE,591,-104
2020-01-31 13:10:03+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (26).SC2Replay,True,Protoss,Terran,3992,3928,&lt;GELSEN&gt;<sp/>Masaru,Nightshade LE,944,64
2020-02-02 17:15:06+00:00,/home/dominik/Links/SC2Reps/World of Sleepers LE (47).SC2Replay,False,Protoss,Zerg,4012,4092,&lt;0mg&gt;<sp/>Sroljo,World of Sleepers LE,264,-80
2020-02-02 17:26:32+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (27).SC2Replay,False,Protoss,Zerg,3992,4006,djakette,Nightshade LE,595,-14
2020-02-02 17:27:27+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (32).SC2Replay,True,Protoss,Terran,3971,3913,Syocto,Ephemeron LE,10,58
2020-02-02 17:40:53+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (26).SC2Replay,False,Protoss,Terran,3991,3995,VouS,Simulacrum LE,766,-4
2020-02-02 17:48:55+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (33).SC2Replay,True,Protoss,Zerg,3970,4034,valera,Ephemeron LE,403,-64
2020-02-02 18:09:05+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (34).SC2Replay,True,Protoss,Zerg,3993,3889,Jetix,Ephemeron LE,1178,104
2020-02-05 21:02:28+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (28).SC2Replay,False,Protoss,Zerg,3989,3900,MorroLord,Nightshade LE,216,89
2020-02-05 21:05:33+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (35).SC2Replay,True,Protoss,Protoss,3965,4011,Orian,Ephemeron LE,131,-46
2020-02-06 20:48:26+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (29).SC2Replay,True,Protoss,Protoss,3988,3962,MsDragonFly,Nightshade LE,640,26
2020-02-06 21:02:53+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (30).SC2Replay,True,Protoss,Terran,4009,3955,KJP,Nightshade LE,853,54
2020-02-09 20:04:14+00:00,/home/dominik/Links/SC2Reps/World of Sleepers LE (49).SC2Replay,False,Protoss,Zerg,4029,4054,Grandclicker,World of Sleepers LE,564,-25
2020-02-09 20:19:03+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (36).SC2Replay,False,Protoss,Zerg,4004,3959,BlackSmith,Ephemeron LE,798,45
2020-02-10 19:08:40+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (37).SC2Replay,True,Protoss,Protoss,3981,3879,Kachu,Ephemeron LE,305,102
2020-02-10 19:20:59+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (38).SC2Replay,True,Protoss,Protoss,3999,4072,Pablink,Ephemeron LE,692,-73
2020-02-10 19:37:26+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (31).SC2Replay,True,Protoss,Zerg,4023,4032,&lt;biglol&gt;<sp/>bany,Nightshade LE,959,-9
2020-02-11 17:52:08+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (27).SC2Replay,True,Protoss,Protoss,4045,3986,ZZtopGun,Simulacrum LE,441,59
2020-02-11 18:03:23+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (39).SC2Replay,True,Protoss,Protoss,4064,3966,ZZtopGun,Ephemeron LE,643,98
2020-02-13 18:20:49+00:00,/home/dominik/Links/SC2Reps/World of Sleepers LE (50).SC2Replay,True,Protoss,Protoss,4083,4002,Salomoon,World of Sleepers LE,590,81
2020-02-13 18:34:05+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (40).SC2Replay,False,Protoss,Terran,4102,4238,&lt;BnetFR&gt;<sp/>NeWHoriZonS,Ephemeron LE,761,-136
2020-02-13 19:26:27+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (32).SC2Replay,True,Protoss,Terran,4085,3995,HeroMarauder,Nightshade LE,777,90
2020-02-13 19:45:12+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (41).SC2Replay,True,Protoss,Terran,4104,4225,ОТМОРОЗОК,Ephemeron LE,976,-121
2020-02-14 12:24:59+00:00,/home/dominik/Links/SC2Reps/World of Sleepers LE (51).SC2Replay,False,Protoss,Zerg,4123,4098,Haze,World of Sleepers LE,761,25
2020-02-14 12:29:16+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (28).SC2Replay,False,Protoss,Protoss,4101,4451,StormHead,Simulacrum LE,227,-350
2020-02-15 12:57:31+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (42).SC2Replay,False,Protoss,Zerg,4083,4135,&lt;FxL&gt;<sp/>bojan,Ephemeron LE,751,-52
2020-02-15 13:41:00+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (33).SC2Replay,False,Protoss,Zerg,4063,4042,llllllllllll,Nightshade LE,1826,21
2020-02-17 16:31:23+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (29).SC2Replay,False,Protoss,Terran,4041,4008,&lt;lLiTl&gt;<sp/>Quickman,Simulacrum LE,804,33
2020-02-17 16:49:49+00:00,/home/dominik/Links/SC2Reps/World of Sleepers LE (52).SC2Replay,False,Protoss,Terran,4018,4011,&lt;lLiTl&gt;<sp/>Quickman,World of Sleepers LE,800,7
2020-02-17 17:15:49+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (43).SC2Replay,True,Protoss,Terran,3997,4152,Stilgar,Ephemeron LE,1410,-155
2020-02-17 17:31:43+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (30).SC2Replay,False,Protoss,Terran,0,0,&lt;BnetFR&gt;<sp/>NeWHoriZonS,Simulacrum LE,684,0
2020-02-17 17:47:46+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (31).SC2Replay,False,Protoss,Terran,0,0,&lt;BnetFR&gt;<sp/>NeWHoriZonS,Simulacrum LE,776,0
2020-02-18 18:41:05+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (44).SC2Replay,False,Protoss,Zerg,4019,4108,Canfup,Ephemeron LE,671,-89
2020-02-18 18:56:03+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (45).SC2Replay,True,Protoss,Zerg,4000,4095,Hello,Ephemeron LE,849,-95
2020-02-18 19:11:38+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (32).SC2Replay,True,Protoss,Zerg,4024,4071,Hello,Simulacrum LE,887,-47
2020-02-18 19:24:22+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (34).SC2Replay,True,Protoss,Zerg,4047,4337,ajb,Nightshade LE,719,-290
2020-02-20 20:24:49+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (35).SC2Replay,False,Protoss,Terran,4067,3848,Badcomedian,Nightshade LE,625,219
2020-02-21 16:46:06+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (46).SC2Replay,False,Protoss,Terran,4048,4111,razor,Ephemeron LE,514,-63
2020-02-21 17:06:44+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (47).SC2Replay,True,Protoss,Zerg,4029,4009,&lt;0301&gt;<sp/>kookooseen,Ephemeron LE,1072,20
2020-02-21 17:20:16+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (48).SC2Replay,True,Protoss,Terran,4050,4144,Scythe,Ephemeron LE,775,-94
2020-02-21 19:32:38+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (33).SC2Replay,True,Protoss,Terran,4071,4021,Sentinel,Simulacrum LE,746,50
2020-02-26 18:13:51+00:00,/home/dominik/Links/SC2Reps/World of Sleepers LE (53).SC2Replay,True,Protoss,Terran,4091,4136,BlackAnubis,World of Sleepers LE,945,-45
2020-02-26 18:27:28+00:00,/home/dominik/Links/SC2Reps/World of Sleepers LE (54).SC2Replay,True,Protoss,Terran,4114,4213,&lt;BornG&gt;<sp/>LucidityDark,World of Sleepers LE,770,-99
2020-02-27 21:17:28+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (34).SC2Replay,False,Protoss,Terran,4139,4401,&lt;PlAr&gt;<sp/>Arcanewinds,Simulacrum LE,559,-262
2020-02-28 07:06:26+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (49).SC2Replay,False,Protoss,Zerg,4117,4444,IIIIIIIIIIII,Ephemeron LE,256,-327
2020-02-29 15:07:01+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (50).SC2Replay,False,Protoss,Terran,4100,4467,&lt;HBeS&gt;<sp/>LoziRa,Ephemeron LE,446,-367
2020-02-29 15:22:31+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (51).SC2Replay,True,Protoss,Zerg,4083,4060,StepO,Ephemeron LE,838,23
2020-02-29 15:40:54+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (36).SC2Replay,False,Protoss,Zerg,4104,4193,Othello,Nightshade LE,635,-89
2020-02-29 15:49:56+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (52).SC2Replay,False,Protoss,Protoss,4085,4175,&lt;Irri&gt;<sp/>Irrichi,Ephemeron LE,400,-90
2020-03-01 20:09:47+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (35).SC2Replay,True,Protoss,Zerg,4066,3999,FckVwls,Simulacrum LE,1137,67
2020-03-02 09:38:32+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (36).SC2Replay,True,Protoss,Zerg,4086,4004,Piliskner,Simulacrum LE,945,82
2020-03-02 09:52:39+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (37).SC2Replay,False,Protoss,Terran,4105,4285,IIIIIIIIIIII,Nightshade LE,786,-180
2020-03-02 10:06:27+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (37).SC2Replay,True,Protoss,Protoss,4088,4019,TGNP,Simulacrum LE,696,69
2020-03-02 13:26:04+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (38).SC2Replay,True,Protoss,Protoss,4106,4190,WizZy,Simulacrum LE,390,-84
2020-03-02 13:45:55+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (39).SC2Replay,True,Protoss,Protoss,4130,4166,WizZy,Simulacrum LE,1177,-36
2020-03-04 17:23:14+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (38).SC2Replay,False,Protoss,Zerg,4153,4183,MothMonkey,Nightshade LE,385,-30
2020-03-04 17:39:40+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (40).SC2Replay,False,Protoss,Zerg,4132,4076,Leaf,Simulacrum LE,923,56
2020-03-04 17:52:41+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (53).SC2Replay,False,Protoss,Terran,4109,4242,helloRJ,Ephemeron LE,751,-133
2020-03-05 21:18:52+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (54).SC2Replay,False,Protoss,Protoss,4091,4017,Cyborg,Ephemeron LE,782,74
2020-03-09 10:57:07+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (55).SC2Replay,False,Protoss,Terran,4068,-36400,мясник,Ephemeron LE,718,40468
2020-03-09 11:03:30+00:00,/home/dominik/Links/SC2Reps/Nightshade LE (39).SC2Replay,False,Protoss,Protoss,4050,4228,Noldo,Nightshade LE,225,-178
2020-03-09 11:22:11+00:00,/home/dominik/Links/SC2Reps/World of Sleepers LE (55).SC2Replay,True,Protoss,Zerg,4033,4001,Vorp,World of Sleepers LE,1084,32
2020-03-10 19:22:15+00:00,/home/dominik/Links/SC2Reps/Ephemeron LE (56).SC2Replay,False,Protoss,Protoss,4053,4099,&lt;FaDr&gt;<sp/>BURNIE,Ephemeron LE,372,-46
2020-03-10 19:40:43+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (41).SC2Replay,True,Protoss,Zerg,4032,4050,Drakezul,Simulacrum LE,1077,-18
2020-03-11 20:53:48+00:00,/home/dominik/Links/SC2Reps/Simulacrum LE (42).SC2Replay,False,Protoss,Terran,4054,3973,StaryPijany,Simulacrum LE,531,81
2020-03-12 18:55:52+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE.SC2Replay,False,Protoss,Protoss,4030,4037,ORIGYN,Golden Wall LE,477,-7
2020-03-12 19:06:49+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE.SC2Replay,False,Protoss,Protoss,4009,3905,Salomoon,Ever Dream LE,594,104
2020-03-13 07:52:51+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (3)_pvp_need_warp_prism.SC2Replay,False,Protoss,Protoss,3984,4240,&lt;Dobro&gt;<sp/>KINE,Ever Dream LE,936,-256
